spare ribs;2;1.48;2=-9.37 5=-12.32
komen maar;2;1.48;2=-9.37 5=-12.32
vertrek hebben;2;1.48;2=-9.37 5=-12.32
geen echte;2;1.48;2=-9.37 5=-12.32
groot probleem;2;1.48;2=-9.37 5=-12.32
het domein;2;1.48;2=-9.37 5=-12.32
je lichaam;2;1.48;2=-9.37 5=-12.32
standard room;2;1.48;2=-9.37 5=-12.32
borden en;2;1.48;2=-9.37 5=-12.32
na 3x;2;1.48;2=-9.37 5=-12.32
geroosterde boterhammen;2;1.48;2=-9.37 5=-12.32
je zeggen;2;1.48;2=-9.37 5=-12.32
krijg ik;2;1.48;2=-9.37 5=-12.32
hotel gegaan;2;1.48;2=-9.37 5=-12.32
de indeling;2;1.48;2=-9.37 5=-12.32
weekendje naar;2;1.48;2=-9.37 5=-12.32
het bereik;2;1.48;2=-9.37 5=-12.32
ik wist;2;1.48;2=-9.37 5=-12.32
of hotel;2;1.48;2=-9.37 5=-12.32
maar uit;2;1.48;2=-9.37 5=-12.32
vriendelijk dat;2;1.48;2=-9.37 5=-12.32
, beds;2;1.48;2=-9.37 5=-12.32
mee gedaan;2;1.48;2=-9.37 5=-12.32
<S> breezes;2;1.48;2=-9.37 5=-12.32
all </S>;2;1.48;2=-9.37 5=-12.32
deuren die;2;1.48;2=-9.37 5=-12.32
onderhoud gepleegd;2;1.48;2=-9.37 5=-12.32
london was;2;1.48;2=-9.37 5=-12.32
een bubbelbad;2;1.48;2=-9.37 5=-12.32
de het;2;1.48;2=-9.37 5=-12.32
tussen 7;2;1.48;2=-9.37 5=-12.32
er achter;2;1.48;2=-9.37 5=-12.32
besteld ,;2;1.48;2=-9.37 5=-12.32
buiten gewoon;2;1.48;2=-9.37 5=-12.32
vriendelijk is;2;1.48;2=-9.37 5=-12.32
internetten PUN;2;1.48;2=-9.37 5=-12.32
, kwam;2;1.48;2=-9.37 5=-12.32
het gemak;2;1.48;2=-9.37 5=-12.32
zonder enige;2;1.48;2=-9.37 5=-12.32
ever in;2;1.48;2=-9.37 5=-12.32
de spiralen;2;1.48;2=-9.37 5=-12.32
de kachel;2;1.48;2=-9.37 5=-12.32
uur na;2;1.48;2=-9.37 5=-12.32
ergens naar;2;1.48;2=-9.37 5=-12.32
"veel """;2;1.48;2=-9.37 5=-12.32
tot dat;2;1.48;2=-9.37 5=-12.32
vraagt PUN;2;1.48;2=-9.37 5=-12.32
matrassen waren;2;1.48;2=-9.37 5=-12.32
ik betaalde;2;1.48;2=-9.37 5=-12.32
, vroeg;2;1.48;2=-9.37 5=-12.32
ok en;2;1.48;2=-9.37 5=-12.32
middag en;2;1.48;2=-9.37 5=-12.32
warm is;2;1.48;2=-9.37 5=-12.32
wordt geholpen;2;1.48;2=-9.37 5=-12.32
) douche;2;1.48;2=-9.37 5=-12.32
<S> walk;2;1.48;2=-9.37 5=-12.32
<S> achteraf;2;1.48;2=-9.37 5=-12.32
8 ,;2;1.48;2=-9.37 5=-12.32
te bellen;2;1.48;2=-9.37 5=-12.32
"villa """;2;1.48;2=-9.37 5=-12.32
volledig aan;2;1.48;2=-9.37 5=-12.32
o ja;2;1.48;2=-9.37 5=-12.32
het mogelijk;2;1.48;2=-9.37 5=-12.32
+ 2;2;1.48;2=-9.37 5=-12.32
eten :;2;1.48;2=-9.37 5=-12.32
ook mensen;2;1.48;2=-9.37 5=-12.32
nachts ,;2;1.48;2=-9.37 5=-12.32
de thee;2;1.48;2=-9.37 5=-12.32
blijven liggen;2;1.48;2=-9.37 5=-12.32
dan weer;2;1.48;2=-9.37 5=-12.32
wel wordt;2;1.48;2=-9.37 5=-12.32
betalen );2;1.48;2=-9.37 5=-12.32
nou ja;2;1.48;2=-9.37 5=-12.32
<S> beneden;2;1.48;2=-9.37 5=-12.32
die snel;2;1.48;2=-9.37 5=-12.32
aangekomen bij;2;1.48;2=-9.37 5=-12.32
kamer verder;2;1.48;2=-9.37 5=-12.32
we veel;2;1.48;2=-9.37 5=-12.32
dat dan;2;1.48;2=-9.37 5=-12.32
verzorgen PUN;2;1.48;2=-9.37 5=-12.32
dan die;2;1.48;2=-9.37 5=-12.32
wel proper;2;1.48;2=-9.37 5=-12.32
was absoluut;2;1.48;2=-9.37 5=-12.32
heb 1;2;1.48;2=-9.37 5=-12.32
<S> on;2;1.48;2=-9.37 5=-12.32
geen 1;2;1.48;2=-9.37 5=-12.32
ook nooit;2;1.48;2=-9.37 5=-12.32
maar 4;2;1.48;2=-9.37 5=-12.32
gevestigd PUN;2;1.48;2=-9.37 5=-12.32
niet geholpen;2;1.48;2=-9.37 5=-12.32
: iedereen;2;1.48;2=-9.37 5=-12.32
heel london;2;1.48;2=-9.37 5=-12.32
personeel lijkt;2;1.48;2=-9.37 5=-12.32
berg ,;2;1.48;2=-9.37 5=-12.32
in zeer;2;1.48;2=-9.37 5=-12.32
years of;2;1.48;2=-9.37 5=-12.32
pers kamer;2;1.48;2=-9.37 5=-12.32
veel andere;2;1.48;2=-9.37 5=-12.32
toilet bril;2;1.48;2=-9.37 5=-12.32
deken die;2;1.48;2=-9.37 5=-12.32
daarbij is;2;1.48;2=-9.37 5=-12.32
zijn zo;2;1.48;2=-9.37 5=-12.32
ramen ,;2;1.48;2=-9.37 5=-12.32
laden PUN;2;1.48;2=-9.37 5=-12.32
uur van;2;1.48;2=-9.37 5=-12.32
maakt de;2;1.48;2=-9.37 5=-12.32
grootte van;2;1.48;2=-9.37 5=-12.32
<S> l';3;1.47;3=-8.97 5=-11.91
ziggo dome;3;1.46;3=-8.79 4=-11.08 5=-12.32
slechte bedden;2;1.46;2=-8.45 3=-9.19 4=-9.69 5=-12.32
tulip inn;3;1.45;3=-8.5 4=-11.08 5=-11.91
moest worden;3;1.45;3=-8.5 5=-11.4
gezegd PUN;2;1.44;2=-8.45 3=-8.5 4=-10.39 5=-11.91
je moest;3;1.44;3=-8.79 2=-8.96 4=-9.38 5=-12.32
minimaal ,;3;1.43;3=-9.19 2=-9.37 5=-12.32
bah PUN;3;1.43;3=-9.19 2=-9.37 5=-12.32
niet normaal;3;1.43;3=-9.19 2=-9.37 5=-12.32
deden ze;3;1.43;3=-9.19 2=-9.37 5=-12.32
voor woorden;2;1.43;2=-8.45 4=-10.67 5=-11.91
vies PUN;3;1.43;3=-8.28 2=-8.67 4=-9.13 5=-11.91
nooit meegemaakt;2;1.42;2=-8.45 3=-8.79 5=-11.63
waardoor wij;3;1.42;3=-8.79 5=-11.63
familiekamer is;3;1.42;3=-9.48 5=-12.32
gebruikt voor;3;1.42;3=-9.48 5=-12.32
had en;3;1.42;3=-9.48 5=-12.32
gereageerd PUN;3;1.42;3=-9.48 5=-12.32
advies :;3;1.42;3=-9.48 5=-12.32
niet 1;3;1.42;3=-9.48 5=-12.32
het vergelijkt;3;1.42;3=-9.48 5=-12.32
te bemachtigen;3;1.42;3=-9.48 5=-12.32
gaten PUN;3;1.42;3=-9.48 5=-12.32
hebben gekregen;3;1.42;3=-9.48 5=-12.32
vrouw PUN;3;1.42;3=-9.48 5=-12.32
spijtig genoeg;3;1.42;3=-9.48 5=-12.32
niet na;3;1.42;3=-9.48 5=-12.32
aanbevolen PUN;3;1.42;3=-9.48 5=-12.32
we goed;3;1.42;3=-9.48 5=-12.32
glas en;3;1.42;3=-9.48 5=-12.32
het verlaten;3;1.42;3=-9.48 5=-12.32
lauw PUN;3;1.42;3=-9.48 5=-12.32
werkelijkheid PUN;3;1.42;3=-9.48 5=-12.32
echter bij;3;1.42;3=-9.48 5=-12.32
ook na;3;1.42;3=-9.48 5=-12.32
<S> drank;3;1.42;3=-9.48 5=-12.32
lawaai maken;3;1.42;3=-9.48 5=-12.32
los en;3;1.42;3=-9.48 5=-12.32
steken PUN;3;1.42;3=-9.48 5=-12.32
ervaring in;3;1.42;3=-9.48 5=-12.32
was mogelijk;3;1.42;3=-9.48 5=-12.32
koffers achter;3;1.42;3=-9.48 5=-12.32
, no;3;1.42;3=-9.48 5=-12.32
eindelijk een;3;1.42;3=-9.48 5=-12.32
tapijt ,;3;1.42;3=-9.48 5=-12.32
verzocht om;3;1.42;3=-9.48 5=-12.32
ze zeiden;3;1.42;3=-9.48 5=-12.32
しかし 、;3;1.42;3=-9.48 5=-12.32
lossen ,;3;1.42;3=-9.48 5=-12.32
kamer het;3;1.42;3=-9.48 5=-12.32
slechts 3;3;1.42;3=-9.48 5=-12.32
gelegenheden PUN;3;1.42;3=-9.48 5=-12.32
aan ons;3;1.42;3=-9.48 5=-12.32
een flink;3;1.42;3=-9.48 5=-12.32
harde matrassen;3;1.42;3=-9.48 5=-12.32
geen water;3;1.42;3=-9.48 5=-12.32
niveau de;3;1.42;3=-9.48 5=-12.32
genoeg );3;1.42;3=-9.48 5=-12.32
behulpzaam maar;3;1.42;3=-9.48 5=-12.32
dan zo;3;1.42;3=-9.48 5=-12.32
were not;3;1.42;3=-9.48 5=-12.32
sturen PUN;2;1.42;2=-8.96 3=-9.89 5=-12.32
nooit gezien;2;1.42;2=-8.96 3=-9.89 5=-12.32
ik dacht;2;1.42;2=-8.96 3=-9.89 5=-12.32
ons geld;2;1.42;2=-8.96 3=-9.89 5=-12.32
douche kon;2;1.42;2=-8.96 3=-9.89 5=-12.32
vreselijk PUN;2;1.41;2=-8.45 4=-10.16 5=-11.91
was kapot;3;1.41;3=-8.79 2=-8.96 4=-9.83 5=-12.32
hele nacht;3;1.41;3=-8.18 4=-9.69 5=-11.63
de vieze;2;1.41;2=-8.27 4=-11.08
al helemaal;2;1.4;2=-8.27 5=-11.07
"hotel """;2;1.4;2=-8.27 5=-11.07
geen hotel;2;1.4;2=-8.67 3=-9.19 4=-9.83 5=-12.32
eerste gezicht;3;1.4;3=-8.79 2=-9.37 4=-11.08 5=-12.32
worden niet;3;1.4;3=-8.79 2=-9.37 4=-11.08 5=-12.32
moeten betalen;2;1.4;2=-8.67 3=-9.19 4=-10.16 5=-12.32
erg vies;2;1.39;2=-8.96 4=-11.08 5=-12.32
<S> foto;2;1.39;2=-8.96 4=-11.08 5=-12.32
je telefoon;2;1.39;2=-8.96 4=-11.08 5=-12.32
nat PUN;2;1.39;2=-8.96 4=-11.08 5=-12.32
dekens op;2;1.39;2=-8.96 4=-11.08 5=-12.32
erg lawaaierig;2;1.39;2=-8.96 4=-11.08 5=-12.32
<S> brood;2;1.39;2=-8.96 4=-11.08 5=-12.32
niet zien;2;1.39;2=-8.96 4=-11.08 5=-12.32
bijna een;2;1.39;2=-8.45 4=-11.08 5=-11.63
bleek dat;2;1.38;2=-8.45 3=-8.63 4=-9.38 5=-11.91
gekregen en;3;1.38;3=-8.97 4=-11.08 5=-12.32
en netheid;2;1.38;2=-8.96 4=-10.39 5=-12.32
een lift;2;1.37;2=-8.67 4=-11.08 5=-11.91
opknapbeurt toe;4;1.37;4=-9.58 5=-12.32
door en;2;1.37;2=-8.96 4=-10.67 5=-12.32
hoor ,;2;1.37;2=-8.96 4=-10.67 5=-12.32
stapelbed PUN;2;1.37;2=-8.96 4=-10.67 5=-12.32
lig je;2;1.37;2=-8.96 4=-10.67 5=-12.32
6e verdieping;2;1.37;2=-8.96 4=-10.67 5=-12.32
maar nooit;2;1.37;2=-8.96 4=-10.67 5=-12.32
deuren en;2;1.37;2=-8.96 4=-10.67 5=-12.32
daar dan;2;1.37;2=-8.96 4=-10.67 5=-12.32
al niet;2;1.37;2=-8.96 3=-8.97 4=-9.98 5=-12.32
liep niet;3;1.37;3=-8.97 4=-10.67 5=-12.32
allemaal niet;3;1.37;3=-8.97 4=-10.67 5=-12.32
pond extra;2;1.37;2=-9.37 3=-9.48 5=-12.32
muren van;2;1.37;2=-9.37 3=-9.48 5=-12.32
die dit;2;1.37;2=-9.37 3=-9.48 5=-12.32
vertelde dat;2;1.37;2=-9.37 3=-9.48 5=-12.32
kapot PUN;3;1.37;3=-8.5 2=-8.67 4=-9.98 5=-11.91
dacht dat;2;1.36;2=-8.67 5=-11.4
van vorige;2;1.36;2=-8.27 3=-9.19 4=-10.39 5=-11.91
, vele;3;1.36;3=-9.19 5=-11.91
plekken op;3;1.36;3=-9.19 5=-11.91
een bakje;3;1.36;3=-9.19 5=-11.91
ze zouden;3;1.36;3=-9.19 5=-11.91
<S> slechte;2;1.36;2=-8.27 3=-8.38 4=-9.83 5=-11.63
alles mee;2;1.36;2=-8.27 3=-8.63 4=-10.39 5=-11.63
een hotelkamer;2;1.35;2=-8.67 3=-9.48 4=-10.16 5=-12.32
4 star;2;1.35;2=-8.45 3=-9.48 4=-11.08 5=-11.91
basic PUN;3;1.35;3=-9.19 4=-9.83 5=-12.32
een ramp;2;1.35;2=-9.37 4=-9.58 5=-12.32
kamer toegewezen;3;1.34;3=-8.63 4=-10.16 5=-11.91
betalen en;2;1.34;2=-8.45 3=-9.19 4=-10.67 5=-11.91
out of;2;1.34;2=-8.67 3=-9.89 5=-11.91
de toegang;2;1.34;2=-8.67 3=-9.89 5=-11.91
waarvan je;2;1.34;2=-8.67 3=-9.89 5=-11.91
op hun;2;1.34;2=-8.67 3=-9.89 5=-11.91
did not;2;1.33;2=-8.96 3=-9.19 4=-9.83 5=-12.32
, hiervoor;2;1.33;2=-8.96 5=-11.63
een twee;2;1.33;2=-8.96 5=-11.63
verhouding met;2;1.33;2=-8.96 5=-11.63
gangen ,;2;1.33;2=-8.96 5=-11.63
geboekte kamer;2;1.33;2=-8.96 5=-11.63
dat zou;2;1.33;2=-8.96 5=-11.63
ga hier;2;1.33;2=-8.96 5=-11.63
vol zat;2;1.33;2=-8.96 5=-11.63
, heerlijk;5;1.33;5=-8.42 4=-11.08
met vlekken;2;1.33;2=-8.67 4=-9.98 5=-11.91
bij uitchecken;2;1.33;2=-8.45 4=-10.67 5=-11.63
late check;3;1.33;3=-8.97 5=-11.63
werd voor;3;1.33;3=-8.97 5=-11.63
ons wel;3;1.33;3=-9.19 4=-9.98 5=-12.32
ons nooit;2;1.33;2=-8.96 3=-9.48 4=-11.08 5=-12.32
en versleten;2;1.33;2=-8.96 3=-9.48 4=-11.08 5=-12.32
vorige gasten;2;1.33;2=-8.96 3=-9.19 4=-10.16 5=-12.32
ver te;2;1.33;2=-8.27 3=-9.48 4=-11.08 5=-11.63
waren geen;2;1.32;2=-8.67 4=-10.39 5=-11.91
verteld dat;2;1.32;2=-8.67 4=-10.39 5=-11.91
de wasbak;2;1.32;2=-8.67 3=-9.89 4=-10.67 5=-12.32
gebouw is;2;1.32;2=-8.45 4=-11.08 5=-11.4
er kwam;2;1.32;2=-8.45 4=-11.08 5=-11.4
je eten;3;1.32;3=-8.79 4=-11.08 5=-11.91
pas na;2;1.32;2=-9.37 4=-9.69 5=-12.32
de schimmel;2;1.31;2=-8.45 4=-11.08
niet /;2;1.31;2=-8.45 4=-11.08
vieze vloerbedekking;2;1.31;2=-8.45 4=-11.08
een plastic;2;1.31;2=-8.45 4=-11.08
geen ramen;4;1.31;4=-9.69 5=-12.32
het sanitair;4;1.31;4=-9.69 5=-12.32
centrale plek;4;1.31;4=-9.69 5=-12.32
netheid van;4;1.31;4=-9.69 5=-12.32
raam kon;4;1.31;4=-9.69 5=-12.32
hoewel er;4;1.31;4=-9.69 5=-12.32
<S> le;3;1.31;3=-8.79 5=-11.4
vol met;2;1.31;2=-7.17 3=-8.63 4=-9.21 5=-10.82
dit aan;2;1.3;2=-8.45 3=-9.89 4=-11.08 5=-11.91
nog nooit;2;1.3;2=-6.92 3=-8.18 5=-9.43 4=-10.39
zo klein;2;1.3;2=-8.67 3=-8.79 4=-9.83 5=-11.91
het meubilair;2;1.3;2=-9.37 4=-9.83 5=-12.32
zeer kleine;3;1.3;3=-8.5 4=-9.58 5=-11.63
is ronduit;2;1.3;2=-8.45 3=-9.48 4=-10.67 5=-11.91
was ronduit;2;1.3;2=-8.45 3=-9.48 4=-10.67 5=-11.91
) niet;2;1.29;2=-8.27 5=-10.93 4=-11.08
losse bedden;3;1.29;3=-9.48 4=-9.69 5=-12.32
niet eens;2;1.29;2=-7.29 3=-8.09 4=-9.58 5=-10.61
- geen;3;1.29;3=-8.28 5=-10.93 4=-11.08
, stond;3;1.29;3=-9.19 2=-9.37 4=-11.08 5=-12.32
ontbijtruimte was;3;1.29;3=-9.19 4=-10.39 5=-12.32
drama PUN;2;1.29;2=-8.67 3=-9.19 5=-11.63
frisse lucht;2;1.29;2=-8.96 3=-9.48 5=-11.91
deze hotel;2;1.29;2=-9.37 3=-9.89 5=-12.32
pad PUN;2;1.29;2=-9.37 3=-9.89 5=-12.32
is namelijk;2;1.29;2=-9.37 3=-9.89 5=-12.32
anders te;2;1.29;2=-9.37 3=-9.89 5=-12.32
is vies;2;1.29;2=-9.37 3=-9.89 5=-12.32
de positieve;2;1.29;2=-9.37 3=-9.89 5=-12.32
mag het;2;1.29;2=-9.37 3=-9.89 5=-12.32
boterhammen met;2;1.29;2=-9.37 3=-9.89 5=-12.32
minder waar;2;1.29;2=-9.37 3=-9.89 5=-12.32
we steeds;2;1.29;2=-9.37 3=-9.89 5=-12.32
wij te;2;1.29;2=-9.37 3=-9.89 5=-12.32
wil worden;2;1.29;2=-9.37 3=-9.89 5=-12.32
eens op;2;1.29;2=-9.37 3=-9.89 5=-12.32
one word;2;1.29;2=-9.37 3=-9.89 5=-12.32
kon een;3;1.29;3=-9.19 4=-11.08 5=-12.32
armoedig PUN;3;1.29;3=-9.19 4=-11.08 5=-12.32
ook waren;3;1.29;3=-9.19 4=-11.08 5=-12.32
ook niks;2;1.28;2=-8.45 3=-8.97 4=-11.08 5=-11.4
het PUN;2;1.28;2=-8.11 3=-9.48 4=-10.39 5=-11.63
niks PUN;2;1.28;2=-8.27 4=-10.67 5=-11.22
zoeken ,;2;1.28;2=-8.67 4=-11.08 5=-11.63
veel geluid;2;1.28;2=-8.67 4=-11.08 5=-11.63
brood met;2;1.28;2=-8.96 3=-9.48 4=-10.39 5=-12.32
een stapelbed;2;1.28;2=-8.96 3=-9.48 4=-10.39 5=-12.32
maar proper;3;1.28;3=-9.19 4=-10.67 5=-12.32
muur en;3;1.28;3=-9.19 4=-10.67 5=-12.32
at all;2;1.27;2=-8.67 5=-11.22
de gemiddelde;2;1.27;2=-9.37 5=-11.91
PUN dus;2;1.27;2=-9.37 5=-11.91
wordt dat;2;1.27;2=-9.37 5=-11.91
en inrichting;2;1.27;2=-9.37 5=-11.91
helpt je;2;1.27;2=-9.37 5=-11.91
brandalarm af;2;1.27;2=-9.37 5=-11.91
wordt geen;2;1.27;2=-9.37 5=-11.91
moest zijn;2;1.27;2=-9.37 5=-11.91
smal en;2;1.27;2=-9.37 5=-11.91
wel terug;2;1.27;2=-9.37 5=-11.91
best te;2;1.27;2=-9.37 5=-11.91
kamer gereserveerd;2;1.27;2=-9.37 5=-11.91
dubbel bed;2;1.27;2=-9.37 5=-11.91
erg koud;2;1.27;2=-9.37 5=-11.91
dat hij;2;1.27;2=-9.37 5=-11.91
minimaal PUN;2;1.27;2=-9.37 5=-11.91
gaan met;2;1.27;2=-9.37 5=-11.91
het douchegordijn;2;1.27;2=-9.37 5=-11.91
<S> o;2;1.27;2=-9.37 5=-11.91
omgeving waar;2;1.27;2=-9.37 5=-11.91
worth it;2;1.27;2=-9.37 5=-11.91
nadat je;2;1.27;2=-9.37 5=-11.91
eieren en;2;1.27;2=-9.37 5=-11.91
niet verteld;2;1.27;2=-9.37 5=-11.91
geen moeite;2;1.27;2=-9.37 5=-11.91
woord PUN;2;1.27;2=-9.37 5=-11.91
je overigens;2;1.27;2=-9.37 5=-11.91
eerst contact;2;1.27;2=-9.37 5=-11.91
woorden voor;2;1.27;2=-9.37 5=-11.91
uit twee;2;1.27;2=-9.37 5=-11.91
druk met;2;1.27;2=-9.37 5=-11.91
hotels hebben;2;1.27;2=-9.37 5=-11.91
